2021-01-01,00,3.0,-1.9,70,,,350,17.0,,,,
2021-01-01,01,3.3,-1.7,70,0.0,,350,16.6,,1026.6,,
2021-01-01,02,1.7,-2.8,72,0.0,,350,9.4,,1027.7,,
2021-01-01,03,1.1,-4.0,69,0.0,,340,11.2,,1028.6,,
2021-01-01,04,0.0,-4.4,72,0.0,,340,11.2,,1029.1,,
2021-01-01,05,0.0,-5.0,69,0.0,,340,9.4,,1029.3,,
2021-01-01,06,-0.6,-5.6,69,0.0,,330,7.6,,1029.7,,
2021-01-01,07,-1.7,-5.5,75,0.0,,350,11.2,,1030.6,,
2021-01-01,08,-1.7,-5.5,75,0.0,,350,9.4,,1030.9,,
2021-01-01,09,-2.2,-5.5,78,0.0,,330,5.4,,1031.3,,
2021-01-01,10,-2.2,-6.0,75,0.0,,340,7.6,,1031.2,,
2021-01-01,11,-3.3,-6.1,81,0.0,,0,0.0,,1031.7,,
2021-01-01,12,-3.9,-6.1,85,0.0,,340,5.4,,1032.5,,
2021-01-01,13,-1.7,-5.0,78,0.0,,350,9.4,,1032.5,,
2021-01-01,14,0.0,-3.9,75,0.0,,0,0.0,,1033.4,,
2021-01-01,15,1.1,-3.2,73,0.0,,40,7.6,,1033.0,,
2021-01-01,16,1.7,-4.0,66,0.0,,70,14.8,,1032.3,,
2021-01-01,17,1.7,-3.4,69,0.0,,50,14.8,,1030.1,,
2021-01-01,18,2.2,-3.3,67,0.0,,60,13.0,,1029.5,,
2021-01-01,19,2.2,-3.3,67,,,60,9.4,,1029.0,,7
2021-01-01,20,1.7,-1.7,78,0.5,,50,7.6,,1028.0,,7
2021-01-01,21,1.1,-1.1,85,0.3,,30,7.6,,1026.8,,8
2021-01-01,22,1.1,-0.1,92,1.3,,0,0.0,,1026.7,,7
2021-01-01,23,1.7,0.5,92,1.5,,30,11.2,,1025.2,,8
2021-01-02,00,1.7,1.1,96,2.5,,80,16.6,,1022.6,,8
2021-01-02,01,2.2,1.8,97,1.8,,70,18.4,,1020.9,,9
2021-01-02,02,2.8,2.8,100,3.8,,70,13.0,,1019.9,,8
2021-01-02,03,2.8,2.2,96,3.3,,330,14.8,,1019.0,,7
2021-01-02,04,3.9,3.9,100,1.5,,40,14.8,,1016.0,,7
2021-01-02,05,3.3,2.9,97,0.5,,30,14.8,,1014.4,,7
2021-01-02,06,3.3,2.9,97,0.8,,30,14.8,,1012.4,,7
