2013-01-01,01,2.8,-5.6,54,0.0,,270,7.6,,1014.1,,
2013-01-01,02,2.8,-4.4,59,0.0,,250,7.6,,1013.7,,
2013-01-01,03,3.3,-4.4,57,0.0,,260,9.4,,1013.2,,
2013-01-01,04,3.9,-3.9,57,0.0,,260,7.6,,1013.1,,
2013-01-01,05,4.4,-2.7,60,0.0,,290,16.6,,1012.9,,
2013-01-01,06,4.4,-2.2,62,0.0,,290,14.8,,1012.2,,
2013-01-01,07,4.4,-2.2,62,0.0,,270,11.2,,1012.2,,
2013-01-01,08,4.4,-2.2,62,0.0,,290,9.4,,1012.6,,
2013-01-01,09,4.4,-2.2,62,0.0,,300,7.6,,1012.8,,
2013-01-01,10,3.9,-2.3,64,0.0,,310,11.2,,1012.0,,
2013-01-01,11,3.3,-2.2,67,0.0,,290,11.2,,1012.4,,
2013-01-01,12,3.3,-2.2,67,0.0,,300,9.4,,1012.8,,
2013-01-01,13,3.3,-2.2,67,0.0,,290,11.2,,1012.9,,
2013-01-01,14,3.3,-2.2,67,0.0,,280,7.6,,1012.9,,
2013-01-01,15,3.9,-2.3,64,0.0,,280,13.0,,1013.0,,
2013-01-01,16,3.9,-2.7,62,0.0,,290,16.6,,1013.2,,
2013-01-01,17,3.9,-2.7,62,0.0,,280,20.5,,1012.2,,
2013-01-01,18,3.9,-2.7,62,0.0,,290,14.8,,1011.7,,
2013-01-01,19,3.9,-2.7,62,0.0,,300,14.8,,1010.6,,
2013-01-01,20,3.9,-2.7,62,0.0,,310,7.6,,1010.6,,
2013-01-01,21,2.8,-2.1,70,0.0,,20,13.0,,1012.1,,
2013-01-01,22,2.8,-3.3,64,0.0,,330,9.4,,1012.4,,
2013-01-01,23,2.2,-3.9,64,0.0,,330,9.4,,1012.5,,
2013-01-02,00,1.7,-6.1,56,0.0,,350,14.8,,1013.8,,
2013-01-02,01,1.1,-6.7,56,0.0,,350,13.0,,1014.4,,
2013-01-02,02,0.0,-8.2,54,0.0,,360,13.0,,1014.8,,
2013-01-02,03,-0.6,-9.0,53,0.0,,10,14.8,,1015.0,,
2013-01-02,04,-1.1,-9.0,55,0.0,,30,9.4,,1015.8,,
2013-01-02,05,-1.7,-10.0,53,0.0,,10,20.5,,1016.1,,
2013-01-02,06,-2.8,-9.9,58,0.0,,10,9.4,,1015.6,,
2013-01-02,07,-2.8,-10.6,55,0.0,,360,9.4,,1015.7,,
2013-01-02,08,-3.3,-10.6,57,0.0,,10,9.4,,1016.2,,
2013-01-02,09,-3.9,-10.5,60,0.0,,10,16.6,,1015.9,,
2013-01-02,10,-3.9,-11.2,57,0.0,,20,9.4,,1016.3,,
2013-01-02,11,-4.4,-11.0,60,0.0,,20,7.6,,1016.6,,
2013-01-02,12,-4.4,-11.0,60,0.0,,,0.0,,1016.7,,
2013-01-02,13,-4.4,-11.0,60,0.0,,,0.0,,1017.6,,
2013-01-02,14,-3.9,-10.5,60,0.0,,300,5.4,,1018.1,,
2013-01-02,15,-2.2,-10.0,55,0.0,,350,9.4,,1018.6,,
2013-01-02,16,-1.7,-10.0,53,0.0,,340,13.0,,1018.5,,
2013-01-02,17,-0.6,-9.5,51,0.0,,360,16.6,,1017.5,,
2013-01-02,18,-0.6,-9.5,51,0.0,,310,18.4,,1017.2,,
2013-01-02,19,0.0,-9.5,49,0.0,,320,13.0,,1017.3,,
2013-01-02,20,0.6,-9.4,47,0.0,,340,16.6,,1017.7,,
2013-01-02,21,0.0,-10.5,45,0.0,,350,13.0,,1018.4,,
2013-01-02,22,-1.1,-10.7,48,0.0,,320,9.4,,1018.8,,
2013-01-02,23,-1.1,-10.0,51,0.0,,,0.0,,1019.7,,
2013-01-03,00,-2.2,-10.0,55,0.0,,290,7.6,,1020.2,,
2013-01-03,01,-2.2,-10.0,55,0.0,,280,5.4,,1020.8,,
2013-01-03,02,-2.8,-9.9,58,0.0,,290,7.6,,1020.7,,
2013-01-03,03,-2.8,-9.9,58,0.0,,310,7.6,,1021.1,,
2013-01-03,04,-3.3,-10.0,60,0.0,,320,7.6,,1021.7,,
2013-01-03,05,-3.3,-10.0,60,0.0,,310,5.4,,1022.0,,
2013-01-03,06,-3.3,-10.0,60,0.0,,310,11.2,,1021.9,,
2013-01-03,07,-3.3,-9.3,63,0.0,,330,5.4,,1021.7,,
2013-01-03,08,-3.3,-9.3,63,0.0,,330,7.6,,1022.3,,
2013-01-03,09,-3.9,-9.9,63,0.0,,330,5.4,,1022.0,,
2013-01-03,10,-4.4,-10.0,65,0.0,,330,7.6,,1021.7,,
2013-01-03,11,-4.4,-10.0,65,0.0,,,0.0,,1021.7,,
2013-01-03,12,-5.0,-10.0,68,0.0,,340,5.4,,1021.9,,
2013-01-03,13,-4.4,-10.0,65,0.0,,310,5.4,,1021.7,,
2013-01-03,14,-3.3,-9.3,63,0.0,,320,11.2,,1022.2,,
2013-01-03,15,-2.2,-9.4,58,0.0,,310,9.4,,1022.4,,
2013-01-03,16,-1.1,-9.5,53,0.0,,310,7.6,,1021.6,,
2013-01-03,17,-0.6,-9.5,51,0.0,,270,13.0,,1020.5,,
2013-01-03,18,-0.6,-9.5,51,0.0,,300,16.6,,1019.8,,
2013-01-03,19,0.0,-9.5,49,0.0,,320,13.0,,1019.1,,
2013-01-03,20,0.0,-9.5,49,0.0,,270,11.2,,1018.7,,
2013-01-03,21,0.0,-9.5,49,0.0,,290,7.6,,1018.8,,
2013-01-03,22,-0.6,-10.0,49,0.0,,290,7.6,,1019.1,,
2013-01-03,23,-1.1,-10.0,51,0.0,,,0.0,,1019.5,,
2013-01-04,00,-1.7,-8.9,58,0.0,,250,7.6,,1019.7,,
2013-01-04,01,-1.7,-8.9,58,0.0,,260,5.4,,1019.7,,
2013-01-04,02,-1.7,-8.9,58,0.0,,,0.0,,1019.3,,
2013-01-04,03,-2.2,-8.3,63,0.0,,290,7.6,,1019.3,,
